name_team_fotmob,shortname_team_fotmob,id_team_fotmob,url_team_fotmob,logo_team_fotmob,season,id_league_fotmob,name_league_fotmob,country_code_fotmob,name_venue,city_venue,lat_venue,lon_venue,Surface,Capacity,Opened,url_photo_stadium
Paderborn,Paderborn,8460,https://www.fotmob.com/teams/8460/overview/paderborn,https://images.fotmob.com/image_resources/logo/teamlogo/8460.png,2026/2027,54,Bundesliga,GER,Home Deluxe Arena,Paderborn,51.730769438,8.711031675,Grass,15306,2008,https://cdn.resfu.com/img_data/estadios/original_new/1071.jpg?size=720x432c&lossy=1
RB Leipzig,RB Leipzig,178475,https://www.fotmob.com/teams/178475/overview/rb-leipzig,https://images.fotmob.com/image_resources/logo/teamlogo/178475.png,2026/2027,54,Bundesliga,GER,Red Bull Arena,Leipzig,51.345776141,12.348289490,Grass,47800,2004,https://cdn.resfu.com/img_data/estadios/original_new/104.jpg?size=720x432c&lossy=1
Schalke 04,Schalke 04,10189,https://www.fotmob.com/teams/10189/overview/schalke-04,https://images.fotmob.com/image_resources/logo/teamlogo/10189.png,2026/2027,54,Bundesliga,GER,VELTINS-Arena,Gelsenkirchen,51.554580973,7.067384720,Grass,62278,2001,https://cdn.resfu.com/img_data/estadios/original_new/81.jpg?size=720x432c&lossy=1
Union Berlin,Union Berlin,8149,https://www.fotmob.com/teams/8149/overview/union-berlin,https://images.fotmob.com/image_resources/logo/teamlogo/8149.png,2026/2027,54,Bundesliga,GER,Stadion An der Alten Försterei,Berlin,52.457395392,13.568125963,Grass,22467,1920,https://cdn.resfu.com/img_data/estadios/original_new/415.jpg?size=720x432c&lossy=1
VfB Stuttgart,VfB Stuttgart,10269,https://www.fotmob.com/teams/10269/overview/vfb-stuttgart,https://images.fotmob.com/image_resources/logo/teamlogo/10269.png,2026/2027,54,Bundesliga,GER,MHPArena,Stuttgart,48.792284176,9.232023954,Grass,60469,1933,https://cdn.resfu.com/img_data/estadios/original_new/304.jpg?size=720x432c&lossy=1
Werder Bremen,Werder Bremen,8697,https://www.fotmob.com/teams/8697/overview/werder-bremen,https://images.fotmob.com/image_resources/logo/teamlogo/8697.png,2026/2027,54,Bundesliga,GER,Weserstadion,Bremen,53.066427548,8.837546110,Grass,42100,1924,https://cdn.resfu.com/img_data/estadios/original_new/116.jpg?size=720x432c&lossy=1
Milan,Milan,8564,https://www.fotmob.com/teams/8564/overview/milan,https://images.fotmob.com/image_resources/logo/teamlogo/8564.png,2026/2027,55,Serie A,ITA,Stadio Giuseppe Meazza,Milano,45.478083998,9.123979211,Grass,75817,1926,https://cdn.resfu.com/img_data/estadios/original_new/6990.jpg?size=720x432c&lossy=1
Atalanta,Atalanta,8524,https://www.fotmob.com/teams/8524/overview/atalanta,https://images.fotmob.com/image_resources/logo/teamlogo/8524.png,2026/2027,55,Serie A,ITA,New Balance Arena,Bergamo,45.709236083,9.680693150,Grass,24950,1928,https://cdn.resfu.com/img_data/estadios/original_new/67.jpg?size=720x432c&lossy=1
Bologna,Bologna,9857,https://www.fotmob.com/teams/9857/overview/bologna,https://images.fotmob.com/image_resources/logo/teamlogo/9857.png,2026/2027,55,Serie A,ITA,Stadio Renato Dall'Ara,Bologna,44.492290396,11.309956759,Grass,39279,1927,https://cdn.resfu.com/img_data/estadios/original_new/172.jpg?size=720x432c&lossy=1
Cagliari,Cagliari,8529,https://www.fotmob.com/teams/8529/overview/cagliari,https://images.fotmob.com/image_resources/logo/teamlogo/8529.png,2026/2027,55,Serie A,ITA,Unipol Domus,Cagliari,39.199802357,9.137473349,Grass,16416,2017,https://cdn.resfu.com/img_data/estadios/original_new/160.jpg?size=720x432c&lossy=1
Como,Como,10171,https://www.fotmob.com/teams/10171/overview/como,https://images.fotmob.com/image_resources/logo/teamlogo/10171.png,2026/2027,55,Serie A,ITA,Stadio Giuseppe Sinigaglia,Como,45.813856655,9.072376192,Grass,13602,1927,https://cdn.resfu.com/img_data/estadios/original_new/2253.jpg?size=720x432c&lossy=1
Fiorentina,Fiorentina,8535,https://www.fotmob.com/teams/8535/overview/fiorentina,https://images.fotmob.com/image_resources/logo/teamlogo/8535.png,2026/2027,55,Serie A,ITA,Stadio Artemio Franchi,Firenze,43.780787925,11.282712221,Grass,43147,1931,https://cdn.resfu.com/img_data/estadios/original_new/72.jpg?size=720x432c&lossy=1
Frosinone,Frosinone,9891,https://www.fotmob.com/teams/9891/overview/frosinone,https://images.fotmob.com/image_resources/logo/teamlogo/9891.png,2026/2027,55,Serie A,ITA,Stadio Benito Stirpe,Frosinone,41.634077242,13.321822114,Grass,16310,2017,https://cdn.resfu.com/img_data/estadios/original_new/523.jpg?size=720x432c&lossy=1
Genoa,Genoa,10233,https://www.fotmob.com/teams/10233/overview/genoa,https://images.fotmob.com/image_resources/logo/teamlogo/10233.png,2026/2027,55,Serie A,ITA,Stadio Comunale Luigi Ferraris,Genova,44.416467178,8.952527046,Grass,36703,1911,https://cdn.resfu.com/img_data/estadios/original_new/117.jpg?size=720x432c&lossy=1
Inter,Inter,8636,https://www.fotmob.com/teams/8636/overview/inter,https://images.fotmob.com/image_resources/logo/teamlogo/8636.png,2026/2027,55,Serie A,ITA,Stadio Giuseppe Meazza,Milano,45.478083998,9.123979211,Grass,75817,1926,https://cdn.resfu.com/img_data/estadios/original_new/40.jpg?size=720x432c&lossy=1
Juventus,Juventus,9885,https://www.fotmob.com/teams/9885/overview/juventus,https://images.fotmob.com/image_resources/logo/teamlogo/9885.png,2026/2027,55,Serie A,ITA,Allianz Stadium,Torino,45.109527284,7.641302313,Grass,41689,2011,https://cdn.resfu.com/img_data/estadios/original_new/48.jpg?size=720x432c&lossy=1
Lazio,Lazio,8543,https://www.fotmob.com/teams/8543/overview/lazio,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,2026/2027,55,Serie A,ITA,Stadio Olimpico,Roma,41.933947912,12.454757094,Grass,70634,1932,https://cdn.resfu.com/img_data/estadios/original_new/58.jpg?size=720x432c&lossy=1
Lecce,Lecce,9888,https://www.fotmob.com/teams/9888/overview/lecce,https://images.fotmob.com/image_resources/logo/teamlogo/9888.png,2026/2027,55,Serie A,ITA,Stadio Ettore Giardiniero - Via del Mare,Lecce,40.365103138,18.208851814,Grass,33876,1966,https://cdn.resfu.com/img_data/estadios/original_new/1096.jpg?size=720x432c&lossy=1
Monza,Monza,6504,https://www.fotmob.com/teams/6504/overview/monza,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,2026/2027,55,Serie A,ITA,U-Power Stadium,Monza,45.583064491,9.308115542,Grass,18568,1986,https://cdn.resfu.com/img_data/estadios/original_new/1913.jpg?size=720x432c&lossy=1
Parma,Parma,10167,https://www.fotmob.com/teams/10167/overview/parma,https://images.fotmob.com/image_resources/logo/teamlogo/10167.png,2026/2027,55,Serie A,ITA,Stadio Ennio Tardini,Parma,44.794905165,10.338386893,Grass,22885,1923,https://cdn.resfu.com/img_data/estadios/original_new/622.jpg?size=720x432c&lossy=1
Roma,Roma,8686,https://www.fotmob.com/teams/8686/overview/roma,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,2026/2027,55,Serie A,ITA,Stadio Olimpico,Roma,41.933947912,12.454757094,Grass,70634,1932,https://cdn.resfu.com/img_data/estadios/original_new/58.jpg?size=720x432c&lossy=1
Napoli,Napoli,9875,https://www.fotmob.com/teams/9875/overview/napoli,https://images.fotmob.com/image_resources/logo/teamlogo/9875.png,2026/2027,55,Serie A,ITA,Stadio Diego Armando Maradona,Napoli,40.827974049,14.192930460,Grass,54726,1959,https://cdn.resfu.com/img_data/estadios/original_new/54.jpg?size=720x432c&lossy=1
Sassuolo,Sassuolo,7943,https://www.fotmob.com/teams/7943/overview/sassuolo,https://images.fotmob.com/image_resources/logo/teamlogo/7943.png,2026/2027,55,Serie A,ITA,MAPEI Stadium - Città del Tricolore,Reggio Emilia,44.714636965,10.649710894,Grass,23717,1995,https://cdn.resfu.com/img_data/estadios/original_new/2151.jpg?size=720x432c&lossy=1
Torino,Torino,9804,https://www.fotmob.com/teams/9804/overview/torino,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,2026/2027,55,Serie A,ITA,Stadio Olimpico Grande Torino,Torino,45.041752184,7.650015503,Grass,27958,1933,https://cdn.resfu.com/img_data/estadios/original_new/93.jpg?size=720x432c&lossy=1
Udinese,Udinese,8600,https://www.fotmob.com/teams/8600/overview/udinese,https://images.fotmob.com/image_resources/logo/teamlogo/8600.png,2026/2027,55,Serie A,ITA,Bluenergy Stadium,Udine,46.081644302,13.200062513,Grass,25952,1976,https://cdn.resfu.com/img_data/estadios/original_new/158.jpg?size=720x432c&lossy=1
Venezia,Venezia,7881,https://www.fotmob.com/teams/7881/overview/venezia,https://images.fotmob.com/image_resources/logo/teamlogo/7881.png,2026/2027,55,Serie A,ITA,Stadio Pier Luigi Penzo,Venezia,45.427798484,12.363972366,Grass,12048,1913,https://cdn.resfu.com/img_data/estadios/original_new/1352.jpg?size=720x432c&lossy=1
Athletic Club,Athletic Club,8315,https://www.fotmob.com/teams/8315/overview/athletic-club,https://images.fotmob.com/image_resources/logo/teamlogo/8315.png,2026/2027,87,LaLiga,ESP,Estadio de San Mamés,Bilbao,43.264172789,-2.949383125,Grass,53289,2013,https://cdn.resfu.com/img_data/estadios/original_new/22.jpg?size=720x432c&lossy=1
Atletico Madrid,Atletico Madrid,9906,https://www.fotmob.com/teams/9906/overview/atletico-madrid,https://images.fotmob.com/image_resources/logo/teamlogo/9906.png,2026/2027,87,LaLiga,ESP,Riyadh Air Metropolitano,Madrid,40.436225928,-3.599460125,Grass,70460,1994,https://cdn.resfu.com/img_data/estadios/original_new/23.jpg?size=720x432c&lossy=1
Barcelona,Barcelona,8634,https://www.fotmob.com/teams/8634/overview/barcelona,https://images.fotmob.com/image_resources/logo/teamlogo/8634.png,2026/2027,87,LaLiga,ESP,Spotify Camp Nou,Barcelona,41.380890137,2.122812867,Grass,99787,1957,https://cdn.resfu.com/img_data/estadios/original_new/21.jpg?size=720x432c&lossy=1
Celta Vigo,Celta Vigo,9910,https://www.fotmob.com/teams/9910/overview/celta-vigo,https://images.fotmob.com/image_resources/logo/teamlogo/9910.png,2026/2027,87,LaLiga,ESP,Estadio Abanca-Balaídos,Vigo,42.211851813,-8.739720583,Grass,24870,1928,https://cdn.resfu.com/img_data/estadios/original_new/30.jpg?size=720x432c&lossy=1
Deportivo Alaves,Deportivo Alaves,9866,https://www.fotmob.com/teams/9866/overview/deportivo-alaves,https://images.fotmob.com/image_resources/logo/teamlogo/9866.png,2026/2027,87,LaLiga,ESP,Estadio de Mendizorroza,Vitoria-Gasteiz,42.837076242,-2.688246667,Grass,19840,1924,https://cdn.resfu.com/img_data/estadios/original_new/25.jpg?size=720x432c&lossy=1
Deportivo A Coruña,Deportivo A Coruña,9783,https://www.fotmob.com/teams/9783/overview/deportivo-coruna,https://images.fotmob.com/image_resources/logo/teamlogo/9783.png,2026/2027,87,LaLiga,ESP,Estadio Abanca-Riazor,A Coruña (La Coruña),43.368720349,-8.417529613,Grass,32490,1944,https://cdn.resfu.com/img_data/estadios/original_new/374.jpg?size=720x432c&lossy=1
Elche,Elche,10268,https://www.fotmob.com/teams/10268/overview/elche,https://images.fotmob.com/image_resources/logo/teamlogo/10268.png,2026/2027,87,LaLiga,ESP,Estadio Manuel Martínez Valero,Elche,38.267129205,-0.663299561,Grass,31388,1976,https://cdn.resfu.com/img_data/estadios/original_new/460.jpg?size=720x432c&lossy=1
Espanyol,Espanyol,8558,https://www.fotmob.com/teams/8558/overview/espanyol,https://images.fotmob.com/image_resources/logo/teamlogo/8558.png,2026/2027,87,LaLiga,ESP,RCDE Stadium,Cornella de Llobregat,41.347859897,2.075622082,Grass,40423,2009,https://cdn.resfu.com/img_data/estadios/original_new/31.jpg?size=720x432c&lossy=1
Getafe,Getafe,8305,https://www.fotmob.com/teams/8305/overview/getafe,https://images.fotmob.com/image_resources/logo/teamlogo/8305.png,2026/2027,87,LaLiga,ESP,Estadio Coliseum,Getafe,40.325728646,-3.714964092,Grass,17393,1998,https://cdn.resfu.com/img_data/estadios/original_new/26.jpg?size=720x432c&lossy=1
Levante,Levante,8581,https://www.fotmob.com/teams/8581/overview/levante,https://images.fotmob.com/image_resources/logo/teamlogo/8581.png,2026/2027,87,LaLiga,ESP,Estadio Ciudad de Valencia,Valencia,39.494685764,-0.363820195,Grass,25534,1969,https://cdn.resfu.com/img_data/estadios/original_new/28.jpg?size=720x432c&lossy=1
Malaga,Malaga,9864,https://www.fotmob.com/teams/9864/overview/malaga,https://images.fotmob.com/image_resources/logo/teamlogo/9864.png,2026/2027,87,LaLiga,ESP,Estadio La Rosaleda,Málaga,36.734208947,-4.426602423,Grass,30389,1941,https://cdn.resfu.com/img_data/estadios/original_new/20.jpg?size=720x432c&lossy=1
Osasuna,Osasuna,8371,https://www.fotmob.com/teams/8371/overview/osasuna,https://images.fotmob.com/image_resources/logo/teamlogo/8371.png,2026/2027,87,LaLiga,ESP,Estadio El Sadar,Pamplona (Iruñea),42.796676994,-1.637141258,Grass,23576,1967,https://cdn.resfu.com/img_data/estadios/original_new/236.jpg?size=720x432c&lossy=1
Racing Santander,Racing Santander,8696,https://www.fotmob.com/teams/8696/overview/racing-santander,https://images.fotmob.com/image_resources/logo/teamlogo/8696.png,2026/2027,87,LaLiga,ESP,Campos de Sport de El Sardinero,Santander,43.476299310,-3.793281913,Grass,22514,1988,https://cdn.resfu.com/img_data/estadios/original_new/546.jpg?size=720x432c&lossy=1
Rayo Vallecano,Rayo Vallecano,8370,https://www.fotmob.com/teams/8370/overview/rayo-vallecano,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,2026/2027,87,LaLiga,ESP,Estadio de Vallecas,Madrid,40.391822825,-3.658589423,Grass,15500,1976,https://cdn.resfu.com/img_data/estadios/original_new/363.jpg?size=720x432c&lossy=1
Real Betis,Real Betis,8603,https://www.fotmob.com/teams/8603/overview/real-betis,https://images.fotmob.com/image_resources/logo/teamlogo/8603.png,2026/2027,87,LaLiga,ESP,Estadio La Cartuja de Sevilla,Sevilla,37.417208903,-6.004661322,Grass,72000,1999,https://cdn.resfu.com/img_data/estadios/original_new/3536.jpg?size=720x432c&lossy=1
Real Madrid,Real Madrid,8633,https://www.fotmob.com/teams/8633/overview/real-madrid,https://images.fotmob.com/image_resources/logo/teamlogo/8633.png,2026/2027,87,LaLiga,ESP,Estadio Bernabéu,Madrid,40.453068279,-3.688353896,Grass,83186,1947,https://cdn.resfu.com/img_data/estadios/original_new/19.jpg?size=720x432c&lossy=1
Real Sociedad,Real Sociedad,8560,https://www.fotmob.com/teams/8560/overview/real-sociedad,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,2026/2027,87,LaLiga,ESP,Estadio Municipal de Anoeta,Donostia-San Sebastián,43.301375816,-1.973601580,Grass,40000,1993,https://cdn.resfu.com/img_data/estadios/original_new/34.jpg?size=720x432c&lossy=1
Sevilla,Sevilla,8302,https://www.fotmob.com/teams/8302/overview/sevilla,https://images.fotmob.com/image_resources/logo/teamlogo/8302.png,2026/2027,87,LaLiga,ESP,Estadio Ramón Sánchez Pizjuán,Sevilla,37.384045627,-5.970591903,Grass,42714,1958,https://cdn.resfu.com/img_data/estadios/original_new/36.jpg?size=720x432c&lossy=1
Valencia,Valencia,10267,https://www.fotmob.com/teams/10267/overview/valencia,https://images.fotmob.com/image_resources/logo/teamlogo/10267.png,2026/2027,87,LaLiga,ESP,Estadio de Mestalla,Valencia,39.474601503,-0.358257294,Grass,49430,1923,https://cdn.resfu.com/img_data/estadios/original_new/37.jpg?size=720x432c&lossy=1
Villarreal,Villarreal,10205,https://www.fotmob.com/teams/10205/overview/villarreal,https://images.fotmob.com/image_resources/logo/teamlogo/10205.png,2026/2027,87,LaLiga,ESP,Estadio de la Cerámica,Villarreal,39.944119181,-0.103474259,Grass,24500,1923,https://cdn.resfu.com/img_data/estadios/original_new/38.jpg?size=720x432c&lossy=1
